gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Snw1,Q9CSN1,SNW1_MOUSE,reviewed,SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein),Snw1 Skiip,Mus musculus (Mouse),536
Ston2,Q8BZ60,STON2_MOUSE,reviewed,Stonin-2 (Stoned B),Ston2 Stn2 Stnb,Mus musculus (Mouse),895
Ptpn21,Q62136,PTN21_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 21 (EC 3.1.3.48) (Protein-tyrosine phosphatase PTP-RL10),Ptpn21,Mus musculus (Mouse),1176
Ccdc88c,Q6VGS5,DAPLE_MOUSE,reviewed,Protein Daple (Coiled-coil domain-containing protein 88C) (Dvl-associating protein with a high frequency of leucine residues),Ccdc88c Daple,Mus musculus (Mouse),2009
Smek1,Q6P2K6,P4R3A_MOUSE,reviewed,Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK homolog 1),Ppp4r3a Kiaa2010 Pp4r3a Smek1,Mus musculus (Mouse),820
Tc2n,Q91XT6,TAC2N_MOUSE,reviewed,Tandem C2 domains nuclear protein (Membrane targeting tandem C2 domain-containing protein 1) (Tandem C2 protein in nucleus) (Tac2-N),Tc2n Mtac2d1,Mus musculus (Mouse),489
Lgmn,O89017,LGMN_MOUSE,reviewed,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",Lgmn Prsc1,Mus musculus (Mouse),435
Itpk1,Q8BYN3,ITPK1_MOUSE,reviewed,"Inositol-tetrakisphosphate 1-kinase (EC 2.7.1.134) (Inositol 1,3,4-trisphosphate 5/6-kinase) (Inositol-triphosphate 5/6-kinase) (Ins(1,3,4)P(3) 5/6-kinase) (EC 2.7.1.159)",Itpk1,Mus musculus (Mouse),419
Dicer1,Q8R418,DICER_MOUSE,reviewed,Endoribonuclease Dicer (EC 3.1.26.3) (Double-strand-specific ribonuclease mDCR-1),Dicer1 Dicer Mdcr,Mus musculus (Mouse),1916
Clmn,Q8C5W0,CLMN_MOUSE,reviewed,Calmin (Calponin-like transmembrane domain protein),Clmn,Mus musculus (Mouse),1052
Atg2b,Q80XK6,ATG2B_MOUSE,reviewed,Autophagy-related protein 2 homolog B,Atg2b,Mus musculus (Mouse),2075
Setd3,Q91WC0,SETD3_MOUSE,reviewed,Actin-histidine N-methyltransferase (EC 2.1.1.85) (Endothelial differentiation inhibitory protein D10) (SET domain-containing protein 3),Setd3 D12Ertd771e,Mus musculus (Mouse),594
Ccdc85c,E9Q6B2,CC85C_MOUSE,reviewed,Coiled-coil domain-containing protein 85C,Ccdc85c,Mus musculus (Mouse),420
Degs2,Q8R2F2,DEGS2_MOUSE,reviewed,Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase),Degs2,Mus musculus (Mouse),323
Hsp90aa1,P07901,HS90A_MOUSE,reviewed,Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA),Hsp90aa1 Hsp86 Hsp86-1 Hspca,Mus musculus (Mouse),733
Ankrd9,Q8BH83,ANKR9_MOUSE,reviewed,Ankyrin repeat domain-containing protein 9,Ankrd9,Mus musculus (Mouse),326
Cdc42bpb,Q7TT50,MRCKB_MOUSE,reviewed,Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta),Cdc42bpb Kiaa1124,Mus musculus (Mouse),1713
Akt1,P31750,AKT1_MOUSE,reviewed,RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (AKT1 kinase) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha) (Thymoma viral proto-oncogene),Akt1 Akt Rac,Mus musculus (Mouse),480
Ighv3-6,P18531,HVM60_MOUSE,reviewed,Ig heavy chain V region 3-6 (Ig heavy chain V region M315),Ighv3-6 Gm16932,Mus musculus (Mouse),116
Gdi2,Q61598,GDIB_MOUSE,reviewed,Rab GDP dissociation inhibitor beta (Rab GDI beta) (GDI-3) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2),Gdi2 Gdi3,Mus musculus (Mouse),445
Klf6,O08584,KLF6_MOUSE,reviewed,Krueppel-like factor 6 (Core promoter element-binding protein),Klf6 Copeb Cpbp,Mus musculus (Mouse),283
Larp4b,Q6A0A2,LAR4B_MOUSE,reviewed,La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5),Larp4b D13Wsu64e Kiaa0217 Larp5,Mus musculus (Mouse),741
Arid4b,A2CG63,ARI4B_MOUSE,reviewed,AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Histone deacetylase complex subunit SAP180),Arid4b Sap180,Mus musculus (Mouse),1314
Hist1h2bm,P10854,H2B1M_MOUSE,reviewed,Histone H2B type 1-M (H2B 291B),H2bc14 Hist1h2bm,Mus musculus (Mouse),126
Hist1h2bk,Q8CGP1,H2B1K_MOUSE,reviewed,Histone H2B type 1-K,H2bc12 Hist1h2bk,Mus musculus (Mouse),126
Hist1h1d,P43277,H13_MOUSE,reviewed,Histone H1.3 (H1 VAR.4) (H1d),H1-3 H1f3 Hist1h1d,Mus musculus (Mouse),221
Hist1h2ab,C0HKE1,H2A1B_MOUSE,reviewed,Histone H2A type 1-B,H2ac4 Hist1h2ab,Mus musculus (Mouse),130
Mboat1,Q8BH98,MBOA1_MOUSE,reviewed,Lysophospholipid acyltransferase 1 (LPLAT 1) (EC 2.3.1.-) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1),Mboat1 Lpeat1 Oact1,Mus musculus (Mouse),492
Foxq1,O70220,FOXQ1_MOUSE,reviewed,Forkhead box protein Q1 (HFH-1l) (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1),Foxq1 Hfh1 Hfh1l,Mus musculus (Mouse),400
Rreb1,Q3UH06,RREB1_MOUSE,reviewed,Ras-responsive element-binding protein 1 (RREB-1) (RAS-responsive zinc finger transcription factor RREB),Rreb1,Mus musculus (Mouse),1700
Riok1,Q922Q2,RIOK1_MOUSE,reviewed,Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1),Riok1,Mus musculus (Mouse),567
Dsp,E9Q557,DESP_MOUSE,reviewed,Desmoplakin (DP),Dsp,Mus musculus (Mouse),2883
Gcnt2,P97402,GCNT2_MOUSE,reviewed,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (N-acetylglucosaminyltransferase) (EC 2.4.1.150) (I-branching enzyme) (IGNT) (Large I antigen-forming beta-1,6-N-acetylglucosaminyltransferase)",Gcnt2,Mus musculus (Mouse),401
Edn1,P22387,EDN1_MOUSE,reviewed,Endothelin-1 (ET-1) (Preproendothelin-1) (PPET1) [Cleaved into: Big endothelin-1],Edn1,Mus musculus (Mouse),202
Jarid2,Q62315,JARD2_MOUSE,reviewed,Protein Jumonji (Jumonji/ARID domain-containing protein 2),Jarid2 Jmj,Mus musculus (Mouse),1234
Mylip,Q8BM54,MYLIP_MOUSE,reviewed,E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP),Mylip,Mus musculus (Mouse),445
Ippk,Q6P1C1,IPPK_MOUSE,reviewed,"Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)",Ippk,Mus musculus (Mouse),489
Spin1,Q61142,SPIN1_MOUSE,reviewed,Spindlin-1 (30000 Mr metaphase complex) (SSEC P) (Spindlin1),Spin1 Spin,Mus musculus (Mouse),262
Sfxn1,Q99JR1,SFXN1_MOUSE,reviewed,Sideroflexin-1,Sfxn1,Mus musculus (Mouse),322
Arl10,Q9QXJ4,ARL10_MOUSE,reviewed,ADP-ribosylation factor-like protein 10 (ADP-ribosylation factor-like membrane-associated protein),Arl10 Arl10a Arm1,Mus musculus (Mouse),243
Faf2,Q3TDN2,FAF2_MOUSE,reviewed,FAS-associated factor 2 (UBX domain-containing protein 8),Faf2 Kiaa0887 Ubxd8,Mus musculus (Mouse),445
Cdhr2,E9Q7P9,CDHR2_MOUSE,reviewed,Cadherin-related family member 2,Cdhr2,Mus musculus (Mouse),1308
Nsd1,O88491,NSD1_MOUSE,reviewed,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (H3-K36-HMTase) (H4-K20-HMTase) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)",Nsd1,Mus musculus (Mouse),2588
Tmed9,Q99KF1,TMED9_MOUSE,reviewed,Transmembrane emp24 domain-containing protein 9 (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2),Tmed9 Gp25l2,Mus musculus (Mouse),235
Caml,P49070,CAMLG_MOUSE,reviewed,Calcium signal-modulating cyclophilin ligand (CAML),Camlg Caml,Mus musculus (Mouse),294
Tgfbi,P82198,BGH3_MOUSE,reviewed,Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3),Tgfbi,Mus musculus (Mouse),683
Smad5,P97454,SMAD5_MOUSE,reviewed,Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (Dwarfin-C) (Dwf-C) (SMAD family member 5) (SMAD 5) (Smad5) (mSmad5),Smad5 Madh5 Msmad5,Mus musculus (Mouse),465
Zfp369,Q921B4,NRIF2_MOUSE,reviewed,Neurotrophin receptor-interacting factor 2 (Zinc finger protein 369),Nrif2 Zfp369,Mus musculus (Mouse),824
Nsun2,Q1HFZ0,NSUN2_MOUSE,reviewed,RNA cytosine C(5)-methyltransferase NSUN2 (EC 2.1.1.-) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (mRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (tRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (EC 2.1.1.203),Nsun2 D13Wsu123e Misu,Mus musculus (Mouse),757
Mrpl36,Q99N90,RM36_MOUSE,reviewed,"39S ribosomal protein L36, mitochondrial (L36mt) (MRP-L36)",Mrpl36,Mus musculus (Mouse),102
Slc12a7,Q9WVL3,S12A7_MOUSE,reviewed,Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4),Slc12a7 Kcc4,Mus musculus (Mouse),1083
Slc9a3,G3X939,SL9A3_MOUSE,reviewed,Sodium/hydrogen exchanger 3,Slc9a3,Mus musculus (Mouse),829
Ell2,Q3UKU1,ELL2_MOUSE,reviewed,RNA polymerase II elongation factor ELL2,Ell2,Mus musculus (Mouse),639
Glrx,Q9QUH0,GLRX1_MOUSE,reviewed,Glutaredoxin-1 (Thioltransferase-1) (TTase-1),Glrx Glrx1 Grx Grx1,Mus musculus (Mouse),107
Arrdc3,Q7TPQ9,ARRD3_MOUSE,reviewed,Arrestin domain-containing protein 3,Arrdc3 Kiaa1376,Mus musculus (Mouse),414
Tmem161b,Q8C2L6,T161B_MOUSE,reviewed,Transmembrane protein 161B,Tmem161b,Mus musculus (Mouse),487
Tmem167,Q9CR64,KISHA_MOUSE,reviewed,Protein kish-A (Transmembrane protein 167) (Transmembrane protein 167A),Tmem167a Tmem167,Mus musculus (Mouse),72
Serinc5,Q8BHJ6,SERC5_MOUSE,reviewed,Serine incorporator 5 (Axotomy-induced glycoprotein 3) (AIGP-3),Serinc5 Aigp3,Mus musculus (Mouse),461
Homer1,Q9Z2Y3,HOME1_MOUSE,reviewed,Homer protein homolog 1 (Homer-1) (VASP/Ena-related gene up-regulated during seizure and LTP 1) (Vesl-1),Homer1 Vesl1,Mus musculus (Mouse),366
Col4a3bp,Q9EQG9,CERT_MOUSE,reviewed,Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11),Cert Col4a3bp Stard11,Mus musculus (Mouse),624
Gcnt4,E9Q649,GCNT4_MOUSE,reviewed,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (EC 2.4.1.102) (Core 2-branching enzyme 3) (Core2-GlcNAc-transferase 3) (C2GnT3)",Gcnt4,Mus musculus (Mouse),455
Gfm2,Q8R2Q4,RRF2M_MOUSE,reviewed,"Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)",Gfm2 Efg2,Mus musculus (Mouse),779
Srek1ip1,Q4V9W2,SR1IP_MOUSE,reviewed,Protein SREK1IP1 (SFRS12-interacting protein 1) (SREK1-interacting protein 1),Srek1ip1 Sfrs12ip1,Mus musculus (Mouse),153
Smim15,Q3UTD9,SIM15_MOUSE,reviewed,Small integral membrane protein 15,Smim15,Mus musculus (Mouse),74
Elovl7,Q9D2Y9,ELOV7_MOUSE,reviewed,Elongation of very long chain fatty acids protein 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7),Elovl7,Mus musculus (Mouse),281
Pde4d,Q01063,PDE4D_MOUSE,reviewed,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3)",Pde4d,Mus musculus (Mouse),747
Mier3,Q3UHF3,MIER3_MOUSE,reviewed,Mesoderm induction early response protein 3 (Mi-er3),Mier3,Mus musculus (Mouse),551
Il6st,Q00560,IL6RB_MOUSE,reviewed,Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130),Il6st,Mus musculus (Mouse),917
Plpp1,Q61469,PLPP1_MOUSE,reviewed,Phospholipid phosphatase 1 (EC 3.1.3.4) (35 kDa PAP) (mPAP) (Hydrogen peroxide-inducible protein 53) (Hic53) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a),Plpp1 Hpic53 Lpp1 Ppap2a,Mus musculus (Mouse),283
Arl15,Q8BGR6,ARL15_MOUSE,reviewed,ADP-ribosylation factor-like protein 15 (ADP-ribosylation factor-related protein 2) (ARF-related protein 2),Arl15 Arfrp2,Mus musculus (Mouse),204
Paip1,Q8VE62,PAIP1_MOUSE,reviewed,Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1),Paip1,Mus musculus (Mouse),400
Hmgcs1,Q8JZK9,HMCS1_MOUSE,reviewed,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",Hmgcs1,Mus musculus (Mouse),520
Fam208b,Q5DTT3,TASO2_MOUSE,reviewed,Protein TASOR 2 (Peripheral benzodiazepine receptor-associated protein 20),Tasor2 Fam208b Kiaa2006 Pap20,Mus musculus (Mouse),2382
Net1,Q9Z206,ARHG8_MOUSE,reviewed,Neuroepithelial cell-transforming gene 1 protein (Rho guanine nucleotide exchange factor 8),Net1 Arhgef8,Mus musculus (Mouse),595
Pfkp,Q9WUA3,PFKAP_MOUSE,reviewed,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",Pfkp Pfkc,Mus musculus (Mouse),784
Wdr37,Q8CBE3,WDR37_MOUSE,reviewed,WD repeat-containing protein 37,Wdr37 Kiaa0982,Mus musculus (Mouse),496
Lgals8,Q9JL15,LEG8_MOUSE,reviewed,Galectin-8 (Gal-8) (LGALS-8),Lgals8,Mus musculus (Mouse),316
Gpr137b,Q8BNQ3,G137B_MOUSE,reviewed,Integral membrane protein GPR137B (Transmembrane 7 superfamily member 1 protein),Gpr137b Tm7sf1,Mus musculus (Mouse),385
Hist1h2ac,C0HKE2,H2A1C_MOUSE,reviewed,Histone H2A type 1-C,Hist1h2ac,Mus musculus (Mouse),130
Mrs2,Q5NCE8,MRS2_MOUSE,reviewed,"Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)",Mrs2 Gm902 Mrs2l,Mus musculus (Mouse),434
Sox4,Q06831,SOX4_MOUSE,reviewed,Transcription factor SOX-4,Sox4 Sox-4,Mus musculus (Mouse),440
E2f3,O35261,E2F3_MOUSE,reviewed,Transcription factor E2F3 (E2F-3),E2f3,Mus musculus (Mouse),457
Uqcrfs1,Q9CR68,UCRI_MOUSE,reviewed,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (Ubiquinol-cytochrome c reductase 8 kDa protein)]",Uqcrfs1,Mus musculus (Mouse),274
Gmds,Q8K0C9,GMDS_MOUSE,reviewed,"GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)",Gmds,Mus musculus (Mouse),372
Serpinb1a,Q9D154,ILEUA_MOUSE,reviewed,Leukocyte elastase inhibitor A (Serine protease inhibitor EIA) (Serpin B1a),Serpinb1a Serpinb1,Mus musculus (Mouse),379
Serpinb6a,Q60854,SPB6_MOUSE,reviewed,Serpin B6 (Placental thrombin inhibitor) (Proteinase inhibitor 6) (PI-6),Serpinb6 Serpinb6a Spi3,Mus musculus (Mouse),378
Slc22a23,Q3UHH2,S22AN_MOUSE,reviewed,Solute carrier family 22 member 23,Slc22a23,Mus musculus (Mouse),689
Eci2,Q9WUR2,ECI2_MOUSE,reviewed,"Enoyl-CoA delta isomerase 2, mitochondrial (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI)",Eci2 Peci,Mus musculus (Mouse),391
Lyrm4,Q8K215,LYRM4_MOUSE,reviewed,LYR motif-containing protein 4,Lyrm4 Isd11,Mus musculus (Mouse),91
Ssr1,Q9CY50,SSRA_MOUSE,reviewed,Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha),Ssr1,Mus musculus (Mouse),286
Nedd9,O35177,CASL_MOUSE,reviewed,Enhancer of filamentation 1 (mEF1) (CRK-associated substrate-related protein) (CAS-L) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (p105),Nedd9 Casl,Mus musculus (Mouse),833
Atxn1,P54254,ATX1_MOUSE,reviewed,Ataxin-1 (Spinocerebellar ataxia type 1 protein homolog),Atxn1 Sca1,Mus musculus (Mouse),791
Kif13a,Q9EQW7,KI13A_MOUSE,reviewed,Kinesin-like protein KIF13A,Kif13a,Mus musculus (Mouse),1749
Dek,Q7TNV0,DEK_MOUSE,reviewed,Protein DEK,Dek,Mus musculus (Mouse),380
Fam120a,Q6A0A9,F120A_MOUSE,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),FAM120A Kiaa0183 Ossa,Mus musculus (Mouse),1112
Wnk2,Q3UH66,WNK2_MOUSE,reviewed,Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2),Wnk2 Kiaa1760,Mus musculus (Mouse),2149
Auh,Q9JLZ3,AUHM_MOUSE,reviewed,"Methylglutaconyl-CoA hydratase, mitochondrial (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding enoyl-CoA hydratase) (muAUH) (Itaconyl-CoA hydratase) (EC 4.2.1.56)",Auh,Mus musculus (Mouse),314
Ror2,Q9Z138,ROR2_MOUSE,reviewed,"Tyrosine-protein kinase transmembrane receptor ROR2 (mROR2) (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2)",Ror2,Mus musculus (Mouse),944
Cltb,Q6IRU5,CLCB_MOUSE,reviewed,Clathrin light chain B (Lcb),Cltb,Mus musculus (Mouse),229
Rnf44,Q3UHJ8,RNF44_MOUSE,reviewed,RING finger protein 44,Rnf44 Kiaa1100,Mus musculus (Mouse),407
H2afy,Q9QZQ8,H2AY_MOUSE,reviewed,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y),H2afy,Mus musculus (Mouse),372
Ubqln1,Q8R317,UBQL1_MOUSE,reviewed,Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1),Ubqln1 Plic1,Mus musculus (Mouse),582
Golm1,Q91XA2,GOLM1_MOUSE,reviewed,Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2),Golm1 Golph2,Mus musculus (Mouse),393
Zcchc6,Q5BLK4,TUT7_MOUSE,reviewed,Terminal uridylyltransferase 7 (TUTase 7) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 6),Tut7 Kiaa1711 Zcchc6,Mus musculus (Mouse),1491
Fbp2,P70695,F16P2_MOUSE,reviewed,"Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)",Fbp2,Mus musculus (Mouse),339
Fbp2,Q05685,FOLR2_MOUSE,reviewed,Folate receptor beta (FR-beta) (Folate receptor 2) (Folate-binding protein 2),Folr2 Fbp2 Folbp2,Mus musculus (Mouse),251
Slc35d2,Q762D5,S35D2_MOUSE,reviewed,UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter (Solute carrier family 35 member D2) (UDP-galactose transporter-related protein 8) (UGTrel8),Slc35d2 Ugtrel8,Mus musculus (Mouse),326
Ctsl,P06797,CATL1_MOUSE,reviewed,Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) (p39 cysteine proteinase) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain],Ctsl Ctsl1,Mus musculus (Mouse),334
Papd7,Q6PB75,PAPD7_MOUSE,reviewed,Terminal nucleotidyltransferase 4A (DNA polymerase sigma) (Non-canonical poly(A) RNA polymerase PAPD7) (EC 2.7.7.19) (PAP-associated domain-containing protein 7) (TRAMP-like complex polyadenylate polymerase) (Terminal guanylyltransferase) (EC 2.7.7.-),Tent4a Papd7 Pols,Mus musculus (Mouse),542
Srd5a1,Q68FF9,S5A1_MOUSE,reviewed,3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1),Srd5a1,Mus musculus (Mouse),255
Sdha,Q8K2B3,SDHA_MOUSE,reviewed,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",Sdha,Mus musculus (Mouse),664
Polr3g,Q6NXY9,RPC7_MOUSE,reviewed,DNA-directed RNA polymerase III subunit RPC7 (RNA polymerase III subunit C7) (DNA-directed RNA polymerase III subunit G),Polr3g,Mus musculus (Mouse),223
Xrcc4,Q924T3,XRCC4_MOUSE,reviewed,DNA repair protein XRCC4 (X-ray repair cross-complementing protein 4),Xrcc4,Mus musculus (Mouse),326
Jmy,Q9QXM1,JMY_MOUSE,reviewed,Junction-mediating and -regulatory protein,Jmy,Mus musculus (Mouse),983
Scamp1,Q8K021,SCAM1_MOUSE,reviewed,Secretory carrier-associated membrane protein 1 (Secretory carrier membrane protein 1),Scamp1,Mus musculus (Mouse),338
F2rl1,P55086,PAR2_MOUSE,reviewed,Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1),F2rl1 Gpcr11 Gpr11 Par2,Mus musculus (Mouse),399
Iqgap2,Q3UQ44,IQGA2_MOUSE,reviewed,Ras GTPase-activating-like protein IQGAP2,Iqgap2,Mus musculus (Mouse),1575
Hmgcr,Q01237,HMDH_MOUSE,reviewed,3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Hmgcr,Mus musculus (Mouse),887
Fcho2,Q3UQN2,FCHO2_MOUSE,reviewed,F-BAR domain only protein 2,Fcho2,Mus musculus (Mouse),809
Tnpo1,Q8BFY9,TNPO1_MOUSE,reviewed,Transportin-1 (Importin beta-2) (Karyopherin beta-2),Tnpo1 Kpnb2,Mus musculus (Mouse),898
Ptcd2,Q8R3K3,PTCD2_MOUSE,reviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial",Ptcd2,Mus musculus (Mouse),381
Bdp1,Q571C7,BDP1_MOUSE,reviewed,Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator),Bdp1 Kiaa1241 Tfnr,Mus musculus (Mouse),2467
Naip5,Q9R016,BIR1E_MOUSE,reviewed,Baculoviral IAP repeat-containing protein 1e (Neuronal apoptosis inhibitory protein 5),Naip5 Birc1e Naip-rs3,Mus musculus (Mouse),1403
Naip6,Q9JIB6,BIR1F_MOUSE,reviewed,Baculoviral IAP repeat-containing protein 1f (Neuronal apoptosis inhibitory protein 6),Naip6 Birc1f Naip-rs4,Mus musculus (Mouse),1403
Naip1,Q9QWK5,BIR1A_MOUSE,reviewed,Baculoviral IAP repeat-containing protein 1a (Neuronal apoptosis inhibitory protein 1),Naip1 Birc1a Naip,Mus musculus (Mouse),1403
Ocln,Q61146,OCLN_MOUSE,reviewed,Occludin,Ocln Ocl,Mus musculus (Mouse),521
Mrps36,Q9CQX8,RT36_MOUSE,reviewed,"28S ribosomal protein S36, mitochondrial (MRP-S36) (S36mt)",Mrps36,Mus musculus (Mouse),102
Pik3r1,P26450,P85A_MOUSE,reviewed,Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha),Pik3r1,Mus musculus (Mouse),724
