gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Dazap2,Q9DCP9,DAZP2_MOUSE,reviewed,DAZ-associated protein 2 (Deleted in azoospermia-associated protein 2) (Proline-rich protein expressed in brain),Dazap2 Prtb,Mus musculus (Mouse),168
Acvr1b,Q61271,ACV1B_MOUSE,reviewed,Activin receptor type-1B (EC 2.7.11.30) (Activin receptor type IB) (ACTR-IB) (Activin receptor-like kinase 4) (ALK-4) (Serine/threonine-protein kinase receptor R2) (SKR2),Acvr1b Alk4,Mus musculus (Mouse),505
Atg101,Q9D8Z6,ATGA1_MOUSE,reviewed,Autophagy-related protein 101,Atg101,Mus musculus (Mouse),218
Krt7,Q9DCV7,K2C7_MOUSE,reviewed,"Keratin, type II cytoskeletal 7 (Cytokeratin-7) (CK-7) (Keratin-7) (K7) (Type-II keratin Kb7)",Krt7 Krt2-7,Mus musculus (Mouse),457
Eif4b,Q8BGD9,IF4B_MOUSE,reviewed,Eukaryotic translation initiation factor 4B (eIF-4B),Eif4b,Mus musculus (Mouse),611
Zfp740,Q6NZQ6,ZN740_MOUSE,reviewed,Zinc finger protein 740,Znf740 Zfp740,Mus musculus (Mouse),180
Mfsd5,Q921Y4,MFSD5_MOUSE,reviewed,Molybdate-anion transporter (Major facilitator superfamily domain-containing protein 5) (Molybdate transporter 2 homolog),Mfsd5,Mus musculus (Mouse),450
Pcbp2,Q61990,PCBP2_MOUSE,reviewed,Poly(rC)-binding protein 2 (Alpha-CP2) (CTBP) (CBP) (Putative heterogeneous nuclear ribonucleoprotein X) (hnRNP X),Pcbp2 Cbp Hnrnpx Hnrpx,Mus musculus (Mouse),362
Hnrnpa1,P49312,ROA1_MOUSE,reviewed,"Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (HDP-1) (Helix-destabilizing protein) (Single-strand-binding protein) (Topoisomerase-inhibitor suppressed) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]",Hnrnpa1 Fli-2 Hnrpa1 Tis,Mus musculus (Mouse),320
Osmr,O70458,OSMR_MOUSE,reviewed,Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB),Osmr Osmrb,Mus musculus (Mouse),971
Nipbl,Q6KCD5,NIPBL_MOUSE,reviewed,Nipped-B-like protein (Delangin homolog) (SCC2 homolog),Nipbl Scc2,Mus musculus (Mouse),2798
Skp2,Q9Z0Z3,SKP2_MOUSE,reviewed,S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/WD-40 protein 1) (FWD1),Skp2,Mus musculus (Mouse),424
Sub1,P11031,TCP4_MOUSE,reviewed,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (Single-stranded DNA-binding protein p9) (p14),Sub1 Pc4 Rpo2tc1,Mus musculus (Mouse),127
Trio,Q0KL02,TRIO_MOUSE,reviewed,Triple functional domain protein (EC 2.7.11.1),Trio,Mus musculus (Mouse),3102
March6,Q6ZQ89,MARH6_MOUSE,reviewed,E3 ubiquitin-protein ligase MARCHF6 (EC 2.3.2.27) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (RING-type E3 ubiquitin transferase MARCHF6),Marchf6 Kiaa0597 March6,Mus musculus (Mouse),909
Stk3,Q99KH8,STK24_MOUSE,reviewed,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 35 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],Stk24 Mst3 Stk3,Mus musculus (Mouse),431
Stk3,Q9JI10,STK3_MOUSE,reviewed,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],Stk3 Mess1 Mst2,Mus musculus (Mouse),497
Rnf19a,P50636,RN19A_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (Gametogenesis-expressed protein GEG-154) (RING finger protein 19A) (UBCM4-interacting protein 117) (UIP117) (XY body protein) (XYbp),Rnf19a Geg-154 Rnf19 Xybp,Mus musculus (Mouse),840
Pabpc1,P29341,PABP1_MOUSE,reviewed,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),Pabpc1 Pabp1,Mus musculus (Mouse),636
Ywhaz,P63101,1433Z_MOUSE,reviewed,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1) (SEZ-2),Ywhaz,Mus musculus (Mouse),245
Zfp706,Q9D115,ZN706_MOUSE,reviewed,Zinc finger protein 706,Znf706 Zfp706,Mus musculus (Mouse),76
Ubr5,Q80TP3,UBR5_MOUSE,reviewed,"E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog)",Ubr5 Edd Edd1 Kiaa0896,Mus musculus (Mouse),2792
Rad21,Q61550,RAD21_MOUSE,reviewed,Double-strand-break repair protein rad21 homolog (mHR21) (Pokeweed agglutinin-binding protein 29) (PW29) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product)],Rad21 Hr21 Scc1,Mus musculus (Mouse),635
Ext1,P97464,EXT1_MOUSE,reviewed,Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1 homolog),Ext1,Mus musculus (Mouse),746
Tnfrsf11b,O08712,TR11B_MOUSE,reviewed,Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin),Tnfrsf11b Ocif Opg,Mus musculus (Mouse),401
Derl1,Q99J56,DERL1_MOUSE,reviewed,Derlin-1 (Degradation in endoplasmic reticulum protein 1) (Der1-like protein 1),Derl1 Der1,Mus musculus (Mouse),251
Fbxo32,Q9CPU7,FBX32_MOUSE,reviewed,F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx),Fbxo32,Mus musculus (Mouse),355
Washc5,Q8C2E7,WASC5_MOUSE,reviewed,WASH complex subunit 5 (WASH complex subunit strumpellin),Washc5 Kiaa0196,Mus musculus (Mouse),1159
Asap1,Q9QWY8,ASAP1_MOUSE,reviewed,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)",Asap1 Ddef1 Kiaa1249 Shag1,Mus musculus (Mouse),1147
Ndrg1,Q62433,NDRG1_MOUSE,reviewed,Protein NDRG1 (N-myc downstream-regulated gene 1 protein) (Protein Ndr1),Ndrg1 Ndr1 Ndrl Tdd5,Mus musculus (Mouse),394
Trappc9,Q3U0M1,TPPC9_MOUSE,reviewed,Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein),Trappc9 Kiaa1882 Nibp,Mus musculus (Mouse),1148
Ago2,Q8CJG0,AGO2_MOUSE,reviewed,Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer),Ago2 Eif2c2 Kiaa4215,Mus musculus (Mouse),860
Ptk2,P34152,FAK1_MOUSE,reviewed,Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK),Ptk2 Fadk Fak Fak1 Kiaa4203,Mus musculus (Mouse),1052
Ly6d,P35459,LY6D_MOUSE,reviewed,Lymphocyte antigen 6D (Ly-6D) (Thymocyte B-cell antigen) (ThB),Ly6d Ly61 Thb,Mus musculus (Mouse),127
Ly6a,P05533,LY6A_MOUSE,reviewed,Lymphocyte antigen 6A-2/6E-1 (Ly-6A.2/Ly-6E.1) (Stem cell antigen 1) (SCA-1) (T-cell-activating protein) (TAP),Ly6a Ly6,Mus musculus (Mouse),134
Ly6c1,P0CW02,LY6C1_MOUSE,reviewed,Lymphocyte antigen 6C1 (Ly-6C1),Ly6c1,Mus musculus (Mouse),131
Tsta3,P23591,FCL_MOUSE,reviewed,"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Transplantation antigen P35B) (Tum-P35B antigen)",Gfus P35b Tsta3 Tstap35b,Mus musculus (Mouse),321
Fam83h,Q148V8,FA83H_MOUSE,reviewed,Protein FAM83H,Fam83h,Mus musculus (Mouse),1209
Scrib,Q80U72,SCRIB_MOUSE,reviewed,Protein scribble homolog (Scribble) (Protein LAP4),Scrib Kiaa0147 Lap4 Scrib1,Mus musculus (Mouse),1612
Eppk1,Q8R0W0,EPIPL_MOUSE,reviewed,Epiplakin,Eppk1 EPPK,Mus musculus (Mouse),6548
Plec,Q9QXS1,PLEC_MOUSE,reviewed,Plectin (PCN) (PLTN) (Plectin-1) (Plectin-6),Plec Plec1,Mus musculus (Mouse),4691
Fbxl6,Q9QXW0,FBXL6_MOUSE,reviewed,F-box/LRR-repeat protein 6 (F-box and leucine-rich repeat protein 6) (F-box protein FBL6),Fbxl6 Fbl6 MNCb-1275,Mus musculus (Mouse),535
Cpsf1,Q9EPU4,CPSF1_MOUSE,reviewed,Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit),Cpsf1 Cpsf160,Mus musculus (Mouse),1441
Slc39a4,Q78IQ7,S39A4_MOUSE,reviewed,Zinc transporter ZIP4 (Activated in W/Wv mouse stomach 2) (mAWMS2) (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4),Slc39a4 Zip4,Mus musculus (Mouse),660
Vps28,Q9D1C8,VPS28_MOUSE,reviewed,Vacuolar protein sorting-associated protein 28 homolog (Caspase-activated DNase inhibitor that interacts with ASK1) (CIIA) (ESCRT-I complex subunit VPS28),Vps28,Mus musculus (Mouse),221
Rbfox2,Q8BP71,RFOX2_MOUSE,reviewed,RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Fox-1 homolog Fxh) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9),Rbfox2 Fox2 Fxh Hrnbp2 Rbm9,Mus musculus (Mouse),449
Myh9,Q8VDD5,MYH9_MOUSE,reviewed,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",Myh9,Mus musculus (Mouse),1960
Eif3d,O70194,EIF3D_MOUSE,reviewed,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66),Eif3d Eif3s7,Mus musculus (Mouse),548
C1qtnf6,Q6IR41,C1QT6_MOUSE,reviewed,Complement C1q tumor necrosis factor-related protein 6,C1qtnf6,Mus musculus (Mouse),264
Card10,P58660,CAR10_MOUSE,reviewed,Caspase recruitment domain-containing protein 10 (Bcl10-interacting MAGUK protein 1) (Bimp1),Card10 Bimp1,Mus musculus (Mouse),1021
Pla2g6,P97819,PLPL9_MOUSE,reviewed,85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (2-lysophosphatidylcholine acylhydrolase) (EC 3.1.1.5) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9),Pla2g6 Pnpla9,Mus musculus (Mouse),807
Ddx17,Q501J6,DDX17_MOUSE,reviewed,Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17),Ddx17,Mus musculus (Mouse),650
Cbx7,Q8VDS3,CBX7_MOUSE,reviewed,Chromobox protein homolog 7,Cbx7 D15Ertd417e,Mus musculus (Mouse),158
Rps19bp1,Q8C6B9,AROS_MOUSE,reviewed,Active regulator of SIRT1 (40S ribosomal protein S19-binding protein 1) (RPS19-binding protein 1) (S19BP),Rps19bp1 Aros,Mus musculus (Mouse),143
Slc25a17,O70579,PM34_MOUSE,reviewed,Peroxisomal membrane protein PMP34 (34 kDa peroxisomal membrane protein) (Solute carrier family 25 member 17),Slc25a17 Pmp34 Pmp35,Mus musculus (Mouse),307
St13,Q99L47,F10A1_MOUSE,reviewed,Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog),St13 Fam10a1 Hip,Mus musculus (Mouse),371
Rangap1,P46061,RAGP1_MOUSE,reviewed,Ran GTPase-activating protein 1 (RanGAP1),Rangap1 Fug1,Mus musculus (Mouse),589
Tob2,Q9JM55,TOB2_MOUSE,reviewed,Protein Tob2 (Transducer of erbB-2 2),Tob2,Mus musculus (Mouse),345
Naga,Q9QWR8,NAGAB_MOUSE,reviewed,Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B),Naga,Mus musculus (Mouse),415
Tcf20,Q9EPQ8,TCF20_MOUSE,reviewed,Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein),Tcf20 Spbp,Mus musculus (Mouse),1987
Poldip3,Q8BG81,PDIP3_MOUSE,reviewed,Polymerase delta-interacting protein 3 (S6K1 Aly/REF-like target) (SKAR),Poldip3,Mus musculus (Mouse),420
Cyb5r3,Q9DCN2,NB5R3_MOUSE,reviewed,NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form],Cyb5r3 Dia1,Mus musculus (Mouse),301
Arfgap3,Q9D8S3,ARFG3_MOUSE,reviewed,ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3),Arfgap3,Mus musculus (Mouse),523
Pacsin2,Q9WVE8,PACN2_MOUSE,reviewed,Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II) (SdpII),Pacsin2,Mus musculus (Mouse),486
Celsr1,O35161,CELR1_MOUSE,reviewed,Cadherin EGF LAG seven-pass G-type receptor 1,Celsr1,Mus musculus (Mouse),3034
Brd1,G5E8P1,BRD1_MOUSE,reviewed,Bromodomain-containing protein 1 (Bromodomain and PHD finger-containing protein 2),Brd1 Brpf2 Kiaa4191,Mus musculus (Mouse),1058
Plxnb2,B2RXS4,PLXB2_MOUSE,reviewed,Plexin-B2,Plxnb2,Mus musculus (Mouse),1842
Sbf1,Q6ZPE2,MTMR5_MOUSE,reviewed,Myotubularin-related protein 5 (Inactive phosphatidylinositol 3-phosphatase 5) (SET-binding factor 1) (Sbf1),Sbf1 Kiaa3020 Mtmr5,Mus musculus (Mouse),1867
Lmf2,Q8C3X8,LMF2_MOUSE,reviewed,Lipase maturation factor 2 (Transmembrane protein 112B) (Transmembrane protein 153),Lmf2 Tmem112b Tmem153,Mus musculus (Mouse),702
Gxylt1,Q3UHH8,GXLT1_MOUSE,reviewed,Glucoside xylosyltransferase 1 (EC 2.4.2.42) (Glycosyltransferase 8 domain-containing protein 3),Gxylt1 Glt8d3 Gm87,Mus musculus (Mouse),404
Twf1,Q91YR1,TWF1_MOUSE,reviewed,Twinfilin-1 (Protein A6),Twf1 Ptk9,Mus musculus (Mouse),350
Slc38a1,Q8K2P7,S38A1_MOUSE,reviewed,Sodium-coupled neutral amino acid transporter 1 (Amino acid transporter A1) (MNat2) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1),Slc38a1 Nat2 Snat1,Mus musculus (Mouse),485
Slc38a2,Q8CFE6,S38A2_MOUSE,reviewed,Sodium-coupled neutral amino acid transporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2),Slc38a2 Ata2 Kiaa1382 Sat2 Snat2,Mus musculus (Mouse),504
Rpap3,Q9D706,RPAP3_MOUSE,reviewed,RNA polymerase II-associated protein 3,Rpap3 D15Ertd682e,Mus musculus (Mouse),660
Vdr,P48281,VDR_MOUSE,reviewed,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)",Vdr Nr1i1,Mus musculus (Mouse),422
Ccnt1,Q9QWV9,CCNT1_MOUSE,reviewed,Cyclin-T1 (CycT1) (Cyclin-T),Ccnt1,Mus musculus (Mouse),724
Adcy6,Q01341,ADCY6_MOUSE,reviewed,Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (AC6) (Ca(2+)-inhibitable adenylyl cyclase),Adcy6,Mus musculus (Mouse),1165
Arf3,P61205,ARF3_MOUSE,reviewed,ADP-ribosylation factor 3,Arf3,Mus musculus (Mouse),181
Kmt2d,Q6PDK2,KMT2D_MOUSE,reviewed,Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.354) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2),Kmt2d Mll2 Mll4,Mus musculus (Mouse),5588
Rhebl1,Q9D8T3,REBL1_MOUSE,reviewed,GTPase RhebL1 (Ras homolog enriched in brain-like protein 1) (Rheb-like protein 1),Rhebl1,Mus musculus (Mouse),184
Lmbr1l,Q9D1E5,LMBRL_MOUSE,reviewed,Protein LMBR1L (Lipocalin-1-interacting membrane receptor) (LIMR) (Uteroglobin receptor),Lmbr1l D15Ertd735e Kiaa1174,Mus musculus (Mouse),489
Tuba1b,P05213,TBA1B_MOUSE,reviewed,Tubulin alpha-1B chain (Alpha-tubulin 2) (Alpha-tubulin isotype M-alpha-2) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain],Tuba1b Tuba2,Mus musculus (Mouse),451
Mcrs1,Q99L90,MCRS1_MOUSE,reviewed,Microspherule protein 1 (58 kDa microspherule protein),Mcrs1 Msp58,Mus musculus (Mouse),462
Racgap1,Q9WVM1,RGAP1_MOUSE,reviewed,Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP),Racgap1 Mgcracgap,Mus musculus (Mouse),628
Lima1,Q9ERG0,LIMA1_MOUSE,reviewed,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN),Lima1 D15Ertd366e Eplin,Mus musculus (Mouse),753
Pou6f1,Q07916,PO6F1_MOUSE,reviewed,"POU domain, class 6, transcription factor 1 (Octamer-binding transcription factor EMB) (Transcription regulatory protein MCP-1)",Pou6f1 Emb,Mus musculus (Mouse),301
Smagp,Q99KC7,SMAGP_MOUSE,reviewed,Small cell adhesion glycoprotein (Small transmembrane and glycosylated protein),Smagp,Mus musculus (Mouse),97
Galnt6,Q8C7U7,GALT6_MOUSE,reviewed,Polypeptide N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6),Galnt6,Mus musculus (Mouse),622
Krt8,P11679,K2C8_MOUSE,reviewed,"Keratin, type II cytoskeletal 8 (Cytokeratin endo A) (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)",Krt8 Krt2-8,Mus musculus (Mouse),490
Cbx5,Q61686,CBX5_MOUSE,reviewed,Chromobox protein homolog 5 (Heterochromatin protein 1 homolog alpha) (HP1 alpha),Cbx5 Hp1a,Mus musculus (Mouse),191
Hmox2,O70252,HMOX2_MOUSE,reviewed,Heme oxygenase 2 (HO-2) (EC 1.14.14.18),Hmox2,Mus musculus (Mouse),315
Abat,P61922,GABT_MOUSE,reviewed,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",Abat Gabat,Mus musculus (Mouse),500
Clec16a,Q80U30,CL16A_MOUSE,reviewed,Protein CLEC16A,Clec16a Kiaa0350,Mus musculus (Mouse),1036
Ercc4,Q9QZD4,XPF_MOUSE,reviewed,DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4),Ercc4,Mus musculus (Mouse),917
Mkl2,P59759,MRTFB_MOUSE,reviewed,Myocardin-related transcription factor B (MRTF-B) (MKL/myocardin-like protein 2),Mrtfb Mkl2,Mus musculus (Mouse),1080
Abcc1,O35379,MRP1_MOUSE,reviewed,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),Abcc1 Abcc1a Abcc1b Mdrap Mrp,Mus musculus (Mouse),1528
Cebpd,Q00322,CEBPD_MOUSE,reviewed,CCAAT/enhancer-binding protein delta (C/EBP delta) (C/EBP-related protein 3),Cebpd Crp3,Mus musculus (Mouse),268
Mapk1,P63085,MK01_MOUSE,reviewed,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),Mapk1 Erk2 Mapk Prkm1,Mus musculus (Mouse),358
Hic2,Q9JLZ6,HIC2_MOUSE,reviewed,Hypermethylated in cancer 2 protein (Hic-2),Hic2 Kiaa1020,Mus musculus (Mouse),619
Smpd4,Q6ZPR5,NSMA3_MOUSE,reviewed,Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III),Smpd4 Kiaa1418,Mus musculus (Mouse),823
Gnb1l,Q9EQ15,GNB1L_MOUSE,reviewed,Guanine nucleotide-binding protein subunit beta-like protein 1 (G protein subunit beta-like protein 1) (WD repeat-containing protein 14) (WD40 repeat-containing protein deleted in VCFS) (WDVCF),Gnb1l Estm55 Wdr14,Mus musculus (Mouse),326
Ufd1l,P70362,UFD1_MOUSE,reviewed,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1 homolog) (UB fusion protein 1),Ufd1 Ufd1l,Mus musculus (Mouse),307
Hira,Q61666,HIRA_MOUSE,reviewed,Protein HIRA (TUP1-like enhancer of split protein 1),Hira Tuple1,Mus musculus (Mouse),1015
B3gnt5,Q8BGY6,B3GN5_MOUSE,reviewed,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)",B3gnt5,Mus musculus (Mouse),376
Eif4g1,Q6NZJ6,IF4G1_MOUSE,reviewed,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1),Eif4g1,Mus musculus (Mouse),1600
Ephb3,P54754,EPHB3_MOUSE,reviewed,Ephrin type-B receptor 3 (EC 2.7.10.1) (Developmental kinase 5) (mDK-5) (Tyrosine-protein kinase receptor SEK-4),Ephb3 Etk2 Mdk5 Sek4,Mus musculus (Mouse),993
Map3k13,Q1HKZ5,M3K13_MOUSE,reviewed,Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25),Map3k13,Mus musculus (Mouse),959
Eif4a2,P10630,IF4A2_MOUSE,reviewed,Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2),Eif4a2 Ddx2b,Mus musculus (Mouse),407
Lpp,Q8BFW7,LPP_MOUSE,reviewed,Lipoma-preferred partner homolog,Lpp,Mus musculus (Mouse),613
Il1rap,Q61730,IL1AP_MOUSE,reviewed,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-33 receptot beta chain),Il1rap,Mus musculus (Mouse),570
Hes1,P35428,HES1_MOUSE,reviewed,Transcription factor HES-1 (Hairy and enhancer of split 1),Hes1 Hes-1,Mus musculus (Mouse),282
Ubxn7,Q6P5G6,UBXN7_MOUSE,reviewed,UBX domain-containing protein 7,Ubxn7 Kiaa0794 Ubxd7,Mus musculus (Mouse),467
Tfrc,Q62351,TFR1_MOUSE,reviewed,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),Tfrc Trfr,Mus musculus (Mouse),763
Muc4,Q8JZM8,MUC4_MOUSE,reviewed,Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)],Muc4,Mus musculus (Mouse),3443
Lrch3,Q8BVU0,LRCH3_MOUSE,reviewed,DISP complex protein LRCH3 (Leucine-rich repeat and calponin homology domain-containing protein 3),Lrch3,Mus musculus (Mouse),778
Snx4,Q91YJ2,SNX4_MOUSE,reviewed,Sorting nexin-4,Snx4,Mus musculus (Mouse),450
Zfp148,Q61624,ZN148_MOUSE,reviewed,Zinc finger protein 148 (Beta enolase repressor factor 1) (G-rich box-binding protein) (Transcription factor BFCOL1) (Transcription factor ZBP-89) (Zinc finger DNA-binding protein 89),Znf148 Zbp89 Zfp148,Mus musculus (Mouse),794
Muc13,P19467,MUC13_MOUSE,reviewed,Mucin-13 (MUC-13) (Cell surface antigen 114/A10) (Lymphocyte antigen 64),Muc13 Ly64,Mus musculus (Mouse),573
Ccdc14,Q8K2J4,CCD14_MOUSE,reviewed,Coiled-coil domain-containing protein 14,Ccdc14,Mus musculus (Mouse),934
Mylk,Q6PDN3,MYLK_MOUSE,reviewed,"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]",Mylk,Mus musculus (Mouse),1941
